ㄴ,0,0,0,E,*,ㄴ,*,*,*,*
ㄴ가,0,0,0,E,*,ㄴ가,*,*,*,*
ㄴ감,0,0,0,E,*,ㄴ감,*,*,*,*
ㄴ걸,0,0,0,E,*,ㄴ걸,*,*,*,*
ㄴ고,0,0,0,E,*,ㄴ고,*,*,*,*
ㄴ다,0,0,0,E,*,ㄴ다,*,*,*,*
ㄴ다거나,0,0,0,E,*,ㄴ다거나,*,*,*,*
ㄴ다거든,0,0,0,E,*,ㄴ다거든,*,*,*,*
ㄴ다고,0,0,0,E,*,ㄴ다고,*,*,*,*
ㄴ다구,0,0,0,E,*,ㄴ다구,*,*,*,*
ㄴ다기에,0,0,0,E,*,ㄴ다기에,*,*,*,*
ㄴ다길래,0,0,0,E,*,ㄴ다길래,*,*,*,*
ㄴ다나,0,0,0,E,*,ㄴ다나,*,*,*,*
ㄴ다네,0,0,0,E,*,ㄴ다네,*,*,*,*
ㄴ다느냐,0,0,0,E,*,ㄴ다느냐,*,*,*,*
ㄴ다느니,0,0,0,E,*,ㄴ다느니,*,*,*,*
ㄴ다는,0,0,0,E,*,ㄴ다는,*,*,*,*
ㄴ다는구나,0,0,0,E,*,ㄴ다는구나,*,*,*,*
ㄴ다는구먼,0,0,0,E,*,ㄴ다는구먼,*,*,*,*
ㄴ다니,0,0,0,E,*,ㄴ다니,*,*,*,*
ㄴ다니까,0,0,0,E,*,ㄴ다니까,*,*,*,*
ㄴ다더군,0,0,0,E,*,ㄴ다더군,*,*,*,*
ㄴ다더니,0,0,0,E,*,ㄴ다더니,*,*,*,*
ㄴ다더라,0,0,0,E,*,ㄴ다더라,*,*,*,*
ㄴ다던,0,0,0,E,*,ㄴ다던,*,*,*,*
ㄴ다던가,0,0,0,E,*,ㄴ다던가,*,*,*,*
ㄴ다던데,0,0,0,E,*,ㄴ다던데,*,*,*,*
ㄴ다데,0,0,0,E,*,ㄴ다데,*,*,*,*
ㄴ다든,0,0,0,E,*,ㄴ다든,*,*,*,*
ㄴ다든가,0,0,0,E,*,ㄴ다든가,*,*,*,*
ㄴ다든지,0,0,0,E,*,ㄴ다든지,*,*,*,*
ㄴ다마는,0,0,0,E,*,ㄴ다마는,*,*,*,*
ㄴ다만,0,0,0,E,*,ㄴ다만,*,*,*,*
ㄴ다며,0,0,0,E,*,ㄴ다며,*,*,*,*
ㄴ다면,0,0,0,E,*,ㄴ다면,*,*,*,*
ㄴ다면서,0,0,0,E,*,ㄴ다면서,*,*,*,*
ㄴ다손,0,0,0,E,*,ㄴ다손,*,*,*,*
ㄴ다오,0,0,0,E,*,ㄴ다오,*,*,*,*
ㄴ다지,0,0,0,E,*,ㄴ다지,*,*,*,*
ㄴ단,0,0,0,E,*,ㄴ단,*,*,*,*
ㄴ단다,0,0,0,E,*,ㄴ단다,*,*,*,*
ㄴ달,0,0,0,E,*,ㄴ달,*,*,*,*
ㄴ달까,0,0,0,E,*,ㄴ달까,*,*,*,*
ㄴ담,0,0,0,E,*,ㄴ담,*,*,*,*
ㄴ답니까,0,0,0,E,*,ㄴ답니까,*,*,*,*
ㄴ답니다,0,0,0,E,*,ㄴ답니다,*,*,*,*
ㄴ답디까,0,0,0,E,*,ㄴ답디까,*,*,*,*
ㄴ답디다,0,0,0,E,*,ㄴ답디다,*,*,*,*
ㄴ답시고,0,0,0,E,*,ㄴ답시고,*,*,*,*
ㄴ대,0,0,0,E,*,ㄴ대,*,*,*,*
ㄴ대나,0,0,0,E,*,ㄴ대나,*,*,*,*
ㄴ대도,0,0,0,E,*,ㄴ대도,*,*,*,*
ㄴ대두,0,0,0,E,*,ㄴ대두,*,*,*,*
ㄴ대서,0,0,0,E,*,ㄴ대서,*,*,*,*
ㄴ대서야,0,0,0,E,*,ㄴ대서야,*,*,*,*
ㄴ대야,0,0,0,E,*,ㄴ대야,*,*,*,*
ㄴ대요,0,0,0,E,*,ㄴ대요,*,*,*,*
ㄴ댄다,0,0,0,E,*,ㄴ댄다,*,*,*,*
ㄴ댔어,0,0,0,E,*,ㄴ댔어,*,*,*,*
ㄴ댔자,0,0,0,E,*,ㄴ댔자,*,*,*,*
ㄴ데,0,0,0,E,*,ㄴ데,*,*,*,*
ㄴ뎁쇼,0,0,0,E,*,ㄴ뎁쇼,*,*,*,*
ㄴ들,0,0,0,E,*,ㄴ들,*,*,*,*
ㄴ바,0,0,0,E,*,ㄴ바,*,*,*,*
ㄴ즉,0,0,0,E,*,ㄴ즉,*,*,*,*
ㄴ즉슨,0,0,0,E,*,ㄴ즉슨,*,*,*,*
ㄴ지,0,0,0,E,*,ㄴ지,*,*,*,*
ㄴ지고,0,0,0,E,*,ㄴ지고,*,*,*,*
ㄴ지라,0,0,0,E,*,ㄴ지라,*,*,*,*
ㄹ,0,0,0,E,*,ㄹ,*,*,*,*
ㄹ거나,0,0,0,E,*,ㄹ거나,*,*,*,*
ㄹ걸,0,0,0,E,*,ㄹ걸,*,*,*,*
ㄹ게,0,0,0,E,*,ㄹ게,*,*,*,*
ㄹ고,0,0,0,E,*,ㄹ고,*,*,*,*
ㄹ까,0,0,0,E,*,ㄹ까,*,*,*,*
ㄹ깝쇼,0,0,0,E,*,ㄹ깝쇼,*,*,*,*
ㄹ껄,0,0,0,E,*,ㄹ껄,*,*,*,*
ㄹ께,0,0,0,E,*,ㄹ께,*,*,*,*
ㄹ꼬,0,0,0,E,*,ㄹ꼬,*,*,*,*
ㄹ는지,0,0,0,E,*,ㄹ는지,*,*,*,*
ㄹ데라니,0,0,0,E,*,ㄹ데라니,*,*,*,*
ㄹ라,0,0,0,E,*,ㄹ라,*,*,*,*
ㄹ라고,0,0,0,E,*,ㄹ라고,*,*,*,*
ㄹ라구,0,0,0,E,*,ㄹ라구,*,*,*,*
ㄹ라면,0,0,0,E,*,ㄹ라면,*,*,*,*
ㄹ라치면,0,0,0,E,*,ㄹ라치면,*,*,*,*
ㄹ락,0,0,0,E,*,ㄹ락,*,*,*,*
ㄹ란다,0,0,0,E,*,ㄹ란다,*,*,*,*
ㄹ래,0,0,0,E,*,ㄹ래,*,*,*,*
ㄹ래도,0,0,0,E,*,ㄹ래도,*,*,*,*
ㄹ래야,0,0,0,E,*,ㄹ래야,*,*,*,*
ㄹ러니,0,0,0,E,*,ㄹ러니,*,*,*,*
ㄹ러라,0,0,0,E,*,ㄹ러라,*,*,*,*
ㄹ런가,0,0,0,E,*,ㄹ런가,*,*,*,*
ㄹ런고,0,0,0,E,*,ㄹ런고,*,*,*,*
ㄹ런지,0,0,0,E,*,ㄹ런지,*,*,*,*
ㄹ레라,0,0,0,E,*,ㄹ레라,*,*,*,*
ㄹ려고,0,0,0,E,*,ㄹ려고,*,*,*,*
ㄹ려구,0,0,0,E,*,ㄹ려구,*,*,*,*
ㄹ려면,0,0,0,E,*,ㄹ려면,*,*,*,*
ㄹ른지,0,0,0,E,*,ㄹ른지,*,*,*,*
ㄹ망정,0,0,0,E,*,ㄹ망정,*,*,*,*
ㄹ밖에,0,0,0,E,*,ㄹ밖에,*,*,*,*
ㄹ뿐더러,0,0,0,E,*,ㄹ뿐더러,*,*,*,*
ㄹ사,0,0,0,E,*,ㄹ사,*,*,*,*
ㄹ새,0,0,0,E,*,ㄹ새,*,*,*,*
ㄹ세,0,0,0,E,*,ㄹ세,*,*,*,*
ㄹ세라,0,0,0,E,*,ㄹ세라,*,*,*,*
ㄹ세말이지,0,0,0,E,*,ㄹ세말이지,*,*,*,*
ㄹ소냐,0,0,0,E,*,ㄹ소냐,*,*,*,*
ㄹ손가,0,0,0,E,*,ㄹ손가,*,*,*,*
